series,title,year,release,rated,runtime,action,adventure,thriller,documentary,crime,drama,fantasy,horror,scifi,war,comedy,family,mystery,romance,animation,music,biography,history,short,western,language,inEnglish,country,isUSA,awards,wins,nominations,imdbRating,metascore,rottenscore,imdbVote,imdbID,domestic,Domestic Lifetime,Foreign,Worldwide,Adj Factor,Adj Factor Lifetime,plot,title2,year2,release2,rated2,runtime2,action2,adventure2,thriller2,documentary2,crime2,drama2,fantasy2,horror2,scifi2,war2,comedy2,family2,mystery2,romance2,animation2,music2,biography2,history2,short2,western2,language2,inEnglish2,country2,isUSA2,awards2,wins2,nominations,imdbRating2,metascore2,rottenscore2,imdbVote2,imdbID2,production.budget2,domestic2,Domestic Lifetime2,Foreign2,Worldwide2,AdjFactor2,AdjFactor Lifetime2,plot2,yearDiff,ratedDiff,actionDiff,adventureDiff,crimeDiff,dramaDiff,thrillerDiff,fantasyDiff,horrorDiff,scifiDiff,warDiff,comedyDiff,familyDiff,mysteryDiff,animationDiff,musicDiff,biographyDiff,historyDiff,documentaryDiff,shortDiff,westernDiff,languageDiff,isEnglishDiff,countryDiff,isUSADiff,winsDiff,nominationDiff,metascoreDiff,imdbratingDiff,imdbvoteDiff,productionBudgetDiff,domesticDiff,foreignDiff,worldDiff,RateGr,RateGr2,Rev1,Rev2,ReleaseDiff,production.budget,seriesNo
Shanghai Noon,Shanghai Noon,2000,5/26/00,PG-13,110,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"English, Mandarin, Sioux, Spanish",TRUE,"USA, Hong Kong",TRUE,1 win & 7 nominations.,1,7,6.5,77,79,113670,tt0184894,87677400,87677400,65194202,1.53E+08,1.539888,1.539888,"A Chinese man travels to the Wild West to rescue a kidnapped Princess. After teaming up with a train robber, the unlikely duo takes on a Chinese traitor and his corrupt boss.",Shanghai Knights,2003,2/7/03,PG-13,114,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Mandarin",TRUE,"USA, Hong Kong",TRUE,4 nominations.,0,4,6.2,58,66,95654,tt0300471,68822508,83243400,83243400,38329478,1.22E+08,1.37645,1.37645,"When a Chinese rebel murders Chon's estranged father and escapes to England, Chon and Roy make their way to London with revenge on their minds.",3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,-1,-23,-19,-0.3,-18016,-84693705,-87677161,-26864724,-152999973,"(5.9,6.7]","(5.9,6.7]","(0,1e+08]","(0,1e+08]",987,84693863,2
Sherlock Holmes,Sherlock Holmes,2009,12/25/09,PG-13,128,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, French",TRUE,"USA, Germany, UK",TRUE,Nominated for 2 Oscars. Another 10 wins & 27 nominations.,10,27,7.6,57,69,557029,tt0988045,223000000,2.23E+08,3.36E+08,5.59E+08,1.06681,1.06681,Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.,Sherlock Holmes: A Game of Shadows,2011,12/16/11,PG-13,129,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, French, Italian, German, Romany",TRUE,"USA, UK",TRUE,3 wins & 11 nominations.,3,11,7.5,48,60,400657,tt1515091,-999,197000000,1.97E+08,3.78E+08,5.75E+08,1.055065,1.055065,"Detective Sherlock Holmes is on the trail of criminal mastermind Professor Moriarty, who is carrying out a string of random crimes across Europe.",2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,21,-20,-9,-0.1,-156372,-96012861,-222999945,4.20E+07,-558999828,"(7.5,10]","(6.7,7.5]","(2e+08,3e+08]","(1e+08,2e+08]",721,96012863,2
Shrek,Shrek,2001,5/18/01,PG,90,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,Won 1 Oscar. Another 36 wins & 60 nominations.,36,60,7.8,84,88,578020,tt0126029,393000000,3.93E+08,3.18E+08,7.10E+08,1.466431,1.466431,"A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.",Shrek 2,2004,5/19/04,PG,93,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,Nominated for 2 Oscars. Another 18 wins & 50 nominations.,18,50,7.2,75,89,392363,tt0298148,200000000,590000000,5.90E+08,6.40E+08,1.23E+09,1.336554,1.336554,Princess Fiona's parents invite her and Shrek to dinner to celebrate her marriage. If only they knew the newlyweds were both ogres.,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-19,-7,-9,-0.6,-185657,-87985797,-392999815,3.22E+08,-709999972,"(7.5,10]","(6.7,7.5]","(3e+08,4e+08]","(4e+08,1e+10]",1097,87985867,2
Shrek,Shrek 2,2004,5/19/04,PG,93,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,Nominated for 2 Oscars. Another 18 wins & 50 nominations.,18,50,7.2,75,89,392363,tt0298148,590000000,5.90E+08,6.40E+08,1.23E+09,1.336554,1.336554,Princess Fiona's parents invite her and Shrek to dinner to celebrate her marriage. If only they knew the newlyweds were both ogres.,Shrek the Third,2007,5/18/07,PG,93,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,Nominated for 1 BAFTA Film Award. Another 5 wins & 15 nominations.,5,15,6,58,41,262534,tt0413267,193000000,389000000,3.89E+08,5.75E+08,9.64E+08,1.206395,1.206395,"When his new father-in-law, King Harold falls ill, Shrek is looked at as the heir to the land of Far, Far Away. Not one to give up his beloved swamp, Shrek recruits his friends Donkey and Puss in Boots to install the rebellious Artie as the new king. Princess Fiona, however, rallies a band of royal girlfriends to fend off a coup d'etat by the jilted Prince Charming.",3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,16,-34,-17,-1.2,-129829,-199999944,-589999866,-6.50E+07,-1229999754,"(6.7,7.5]","(5.9,6.7]","(4e+08,1e+10]","(3e+08,4e+08]",1094,2.00E+08,3
Shrek,Shrek the Third,2007,5/18/07,PG,93,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,Nominated for 1 BAFTA Film Award. Another 5 wins & 15 nominations.,5,15,6,58,41,262534,tt0413267,389000000,3.89E+08,5.75E+08,9.64E+08,1.206395,1.206395,"When his new father-in-law, King Harold falls ill, Shrek is looked at as the heir to the land of Far, Far Away. Not one to give up his beloved swamp, Shrek recruits his friends Donkey and Puss in Boots to install the rebellious Artie as the new king. Princess Fiona, however, rallies a band of royal girlfriends to fend off a coup d'etat by the jilted Prince Charming.",Shrek Forever After,2010,5/21/10,PG,93,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,1 win & 13 nominations.,1,13,6.3,58,58,171986,tt0892791,172000000,249000000,2.49E+08,5.36E+08,7.86E+08,1.044025,1.044025,Rumpelstiltskin tricks a mid-life crisis burdened Shrek into allowing himself to be erased from existence and cast in a dark alternate timeline where Rumpel rules supreme.,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-35,-1,0,0.3,-90548,-192999955,-388999907,-3.90E+07,-963999780,"(5.9,6.7]","(5.9,6.7]","(3e+08,4e+08]","(2e+08,3e+08]",1099,1.93E+08,4
Silent Hill,Silent Hill,2006,4/21/06,R,125,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"Canada, France, Japan, USA",TRUE,8 nominations.,0,8,6.5,31,31,205735,tt0384537,59535300,59535300,64150597,1.24E+08,1.267177,1.267177,"A woman, Rose, goes in search for her adopted daughter within the confines of a strange, desolate town called Silent Hill.",Silent Hill: Revelation,2012,10/26/12,R,95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"Canada, France, USA",TRUE,8 nominations.,0,8,5,16,10,57582,tt0938330,21336793,18700800,18700800,37097897,55798697,1.06684,1.06684,"When her adoptive father disappears, Sharon Da Silva is drawn into a strange and terrifying alternate reality that holds answers to the horrific nightmares that have plagued her since childhood.",6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,-15,-1.5,-148153,-63358742,-59535235,-27052700,-123999818,"(5.9,6.7]","(0,5.1]","(0,1e+08]","(0,1e+08]",2380,63358839,2
Sin City,Sin City,2005,4/1/05,R,124,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,34 wins & 52 nominations.,34,52,8,74,77,722511,tt0401792,95953500,95953500,1.10E+08,2.06E+08,1.294852,1.294852,"A film that explores the dark and miserable town, Basin City, and tells the story of three different people, all caught up in violent corruption.",Sin City: A Dame to Kill For,2014,8/22/14,R,102,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,3 wins & 6 nominations.,3,6,6.5,46,43,144439,tt0458481,-999,13708300,13708300,25557518,39265818,0.996402,0.996402,Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.,9,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-7,7,-28,-1.5,-578072,-51794089,-95953440,-84442482,-205999862,"(7.5,10]","(5.9,6.7]","(0,1e+08]","(0,1e+08]",3430,51794091,2
Speed,Speed,1994,6/10/94,R,116,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,Won 2 Oscars. Another 16 wins & 19 nominations.,16,19,7.2,78,93,310471,tt0111257,241000000,2.41E+08,4.55E+08,6.96E+08,1.985646,1.985646,A young police officer must prevent a bomb exploding aboard a city bus by keeping its speed above 50 mph.,Speed 2: Cruise Control,1997,6/13/97,PG-13,121,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, American Sign Language, Portuguese",TRUE,USA,TRUE,1 win & 9 nominations.,1,9,3.9,23,4,70764,tt0120179,289000000,87896900,87896900,2.10E+08,2.97E+08,1.808278,1.808278,A computer hacker breaks into the computer system of the Seabourn Legend cruise liner and sets it speeding on a collision course into a gigantic oil tanker.,3,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,-10,50,-55,-3.3,-239707,-59569289,-240999756,-2.45E+08,-695999898,"(6.7,7.5]","(0,5.1]","(2e+08,3e+08]","(0,1e+08]",1099,59569381,2
Spider-Man,Spider-Man,2002,5/3/02,PG-13,121,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,Nominated for 2 Oscars. Another 16 wins & 58 nominations.,16,58,7.3,73,90,654222,tt0145487,577000000,5.77E+08,5.97E+08,1.17E+09,1.428571,1.428571,"When bitten by a genetically modified spider, a nerdy, shy, and awkward high school student gains spider-like abilities that he eventually must use to fight evil as a superhero after tragedy befalls his family.",Spider-Man 2,2004,6/30/04,PG-13,127,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Russian, Chinese",TRUE,USA,TRUE,Won 1 Oscar. Another 23 wins & 59 nominations.,23,59,7.3,83,93,511787,tt0316654,267000000,499000000,4.99E+08,5.48E+08,1.05E+09,1.336554,1.336554,Peter Parker is beset with troubles in his failing personal life as he battles a brilliant scientist named Doctor Otto Octavius.,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,7,2,10,0,-142435,-198999912,-576999835,-4.90E+07,-1169999992,"(6.7,7.5]","(6.7,7.5]","(4e+08,1e+10]","(4e+08,1e+10]",789,1.99E+08,2
Spider-Man,Spider-Man 2,2004,6/30/04,PG-13,127,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Russian, Chinese",TRUE,USA,TRUE,Won 1 Oscar. Another 23 wins & 59 nominations.,23,59,7.3,83,93,511787,tt0316654,499000000,4.99E+08,5.48E+08,1.05E+09,1.336554,1.336554,Peter Parker is beset with troubles in his failing personal life as he battles a brilliant scientist named Doctor Otto Octavius.,Spider-Man 3,2007,5/4/07,PG-13,139,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, French",TRUE,USA,TRUE,Nominated for 1 BAFTA Film Award. Another 3 wins & 32 nominations.,3,32,6.2,59,63,472207,tt0413300,311000000,406000000,4.06E+08,6.69E+08,1.07E+09,1.206395,1.206395,"A strange black entity from another world bonds with Peter Parker and causes inner turmoil as he contends with new villains, temptations, and revenge.",3,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,4,-22,-24,-1.1,-39580,-266999892,-498999846,1.21E+08,-1049999988,"(6.7,7.5]","(5.9,6.7]","(4e+08,1e+10]","(4e+08,1e+10]",1038,2.67E+08,3
Spider-Man,Spider-Man 3,2007,5/4/07,PG-13,139,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, French",TRUE,USA,TRUE,Nominated for 1 BAFTA Film Award. Another 3 wins & 32 nominations.,3,32,6.2,59,63,472207,tt0413300,406000000,4.06E+08,6.69E+08,1.07E+09,1.206395,1.206395,"A strange black entity from another world bonds with Peter Parker and causes inner turmoil as he contends with new villains, temptations, and revenge.",The Amazing Spider-Man,2012,7/3/12,PG-13,136,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,2 wins & 31 nominations.,2,31,6.9,66,72,536036,tt0948470,245000000,280000000,2.80E+08,5.29E+08,8.09E+08,1.066838,1.066838,"After Peter Parker is bitten by a genetically altered spider, he gains newfound, spider-like powers and ventures out to save the city from the machinations of a mysterious reptilian foe.",5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,-12,-1,7,0.7,63829,-310999916,-405999896,-1.40E+08,-1069999772,"(5.9,6.7]","(6.7,7.5]","(4e+08,1e+10]","(2e+08,3e+08]",1887,3.11E+08,4
Spider-Man,The Amazing Spider-Man,2012,7/3/12,PG-13,136,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,2 wins & 31 nominations.,2,31,6.9,66,72,536036,tt0948470,280000000,2.80E+08,5.29E+08,8.09E+08,1.066838,1.066838,"After Peter Parker is bitten by a genetically altered spider, he gains newfound, spider-like powers and ventures out to save the city from the machinations of a mysterious reptilian foe.",The Amazing Spider-Man 2,2014,5/2/14,PG-13,142,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,3 wins & 29 nominations.,3,29,6.6,53,52,397570,tt1872181,-999,202000000,2.02E+08,5.04E+08,7.06E+08,0.996399,0.996399,"When New York is put under siege by Oscorp, it is up to Spider-Man to save the city he swore to protect as well as his loved ones.",2,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,-3,-13,-0.3,-138466,-244999998,-279999932,-2.50E+07,-808999793,"(6.7,7.5]","(5.9,6.7]","(2e+08,3e+08]","(2e+08,3e+08]",668,2.45E+08,5
Spider-Man,The Amazing Spider-Man 2,2014,5/2/14,PG-13,142,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,3 wins & 29 nominations.,3,29,6.6,53,52,397570,tt1872181,202000000,2.02E+08,5.04E+08,7.06E+08,0.996399,0.996399,"When New York is put under siege by Oscorp, it is up to Spider-Man to save the city he swore to protect as well as his loved ones.",Spider-Man: Homecoming,2017,7/7/17,PG-13,133,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Spanish",TRUE,USA,TRUE,4 wins & 9 nominations.,4,9,7.4,73,92,462368,tt2250912,175000000,334201140,,545965784,880166924,,,"Peter Parker balances his life as an ordinary high school student in Queens with his superhero alter-ego Spider-Man, and finds himself on the trail of a new menace prowling the skies of New York City.",3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,0,39,20,0.8,64798,1000,-201999999,,-705999999,"(5.9,6.7]","(6.7,7.5]","(2e+08,3e+08]","(3e+08,4e+08]",1162,-999,6
Spider-Man,Spider-Man: Homecoming,2017,7/7/17,PG-13,133,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Spanish",TRUE,USA,TRUE,4 wins & 9 nominations.,4,9,7.4,73,92,462368,tt2250912,334201140,,545965784,880166924,,,"Peter Parker balances his life as an ordinary high school student in Queens with his superhero alter-ego Spider-Man, and finds himself on the trail of a new menace prowling the skies of New York City.",Spider-Man: Far from Home,2019,7/2/19,PG-13,129,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Italian, Czech, English",TRUE,USA,TRUE,N/A,N/A,N/A,7.6,69,90,238917,tt6320628,160000000,390532085,,741395911,1131927996,,,"Following the events of Avengers: Endgame (2019), Spider-Man must step up to take on new threats in a world that has changed forever.",2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,3,4,-4,0.2,-223451,,,,,"(6.7,7.5]","(7.5,10]","(3e+08,4e+08]","(3e+08,4e+08]",725,1.75E+08,7
SpongeBob,The SpongeBob SquarePants Movie,2004,11/19/04,PG,87,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,1 win & 10 nominations.,1,10,7,66,68,73378,tt0345950,114000000,1.14E+08,73040735,1.87E+08,1.334228,1.334228,SpongeBob SquarePants takes leave from the town of Bikini Bottom in order to track down King Neptune's stolen crown.,The SpongeBob Movie: Sponge Out of Water,2015,2/6/15,PG,92,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, South Korea, Australia",TRUE,1 win & 9 nominations.,1,9,6,62,81,45235,tt2279373,73999982,161000000,1.61E+08,1.36E+08,2.97E+08,1,1,"When a diabolical pirate above the sea steals the secret Krabby Patty formula, SpongeBob and his nemesis Plankton must team up in order to get it back.",11,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0,63,-4,-1,-28143,-40026687,-113999967,62959265,-186999898,"(6.7,7.5]","(5.9,6.7]","(1e+08,2e+08]","(1e+08,2e+08]",3731,40026850,2
Spy Kids,Spy Kids,2001,3/30/01,PG,88,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Spanish",TRUE,USA,TRUE,2 wins & 10 nominations.,2,10,5.4,71,93,101738,tt0227538,165000000,1.65E+08,51640618,2.17E+08,1.466431,1.466431,The children of secret-agent parents must save them from danger.,Spy Kids 2: Island of Lost Dreams,2002,8/7/02,PG,100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,3 wins & 3 nominations.,3,3,5.1,66,75,56093,tt0287717,54282281,123000000,1.23E+08,48392552,1.71E+08,1.428481,1.428481,"The Cortez siblings set out for a mysterious island, where they encounter a genetic scientist and a set of rival spy kids.",1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,8,25,-5,-0.3,-45645,-51324928,-164999985,-3248066,-216999943,"(5.1,5.9]","(0,5.1]","(1e+08,2e+08]","(1e+08,2e+08]",495,51325073,2
Spy Kids,Spy Kids 2: Island of Lost Dreams,2002,8/7/02,PG,100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,3 wins & 3 nominations.,3,3,5.1,66,75,56093,tt0287717,123000000,1.23E+08,48392552,1.71E+08,1.428481,1.428481,"The Cortez siblings set out for a mysterious island, where they encounter a genetic scientist and a set of rival spy kids.",Spy Kids 3-D: Game Over,2003,7/25/03,PG,84,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,3 wins & 3 nominations.,3,3,4.2,57,45,50955,tt0338459,52302659,154000000,1.54E+08,1.17E+08,2.71E+08,1.376386,1.376386,"Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker. It's up to Juni to save his sister, and ultimately the world.",1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-3,0,-9,-0.9,-5138,-54282142,-122999971,68607448,-170999904,"(0,5.1]","(0,5.1]","(1e+08,2e+08]","(1e+08,2e+08]",352,54282281,3
