series,title,year,release,rated,runtime,action,adventure,crime,drama,fantasy,thriller,documentary,horror,scifi,war,comedy,family,mystery,romance,animation,music,biography,history,short,western,language,inEnglish,country,isUSA,awards,wins,nominations,imdbRating,metascore,rottenscore,imdbVote,plot,production.budget,domestic,boxoffice,title2,year2,release2,rated2,runtime2,action2,adventure2,crime2,drama2,fantasy2,thriller2,documentary2,horror2,scifi2,war2,comedy2,family2,mystery2,romance2,animation2,music2,biography2,history2,short2,western2,language2,inEnglish2,country2,isUSA2,awards2,wins2,nominations2,imdbRating2,metascore2,rottenscore2,imdbVote2,plot2,production.budget2,domestic2,boxoffice2
Kung Fu Panda,Kung Fu Panda,2008,6/6/2008,PG,92,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,Nominated for 1 Oscar. Another 14 wins & 37 nominations.,14,37,7.5,73,87,391529,"The Dragon Warrior has to clash against the savage Tai Lung as China's fate hangs in the balance. However, the Dragon Warrior mantle is supposedly mistaken to be bestowed upon an obese panda who is a novice in martial arts.",150000000,249000000,215395021,Kung Fu Panda 2,2011,5/26/2011,PG,90,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,Nominated for 1 Oscar. Another 5 wins & 46 nominations.,5,46,7.2,67,81,235895,"Po and his friends fight to stop a peacock villain from conquering China with a deadly new weapon, but first the Dragon Warrior must come to terms with his past.",155000000,170000000,165230261
Kung Fu Panda,Kung Fu Panda 2,2011,5/26/2011,PG,90,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,Nominated for 1 Oscar. Another 5 wins & 46 nominations.,5,46,7.2,67,81,235895,"Po and his friends fight to stop a peacock villain from conquering China with a deadly new weapon, but first the Dragon Warrior must come to terms with his past.",155000000,170000000,165230261,Kung Fu Panda 3,2016,1/29/2016,PG,95,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"China, USA",TRUE,1 win & 10 nominations.,1,10,7.1,66,87,121631,"Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to home.",145000000,143528619,128341070
Tomb Raider,Lara Croft Tomb Raider: The Cradle of Life,2003,7/25/2003,PG-13,117,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Mandarin",TRUE,"USA, Germany, Japan, UK, Hong Kong",TRUE,1 win & 3 nominations.,1,3,5.5,43,25,124219,"Adventurer Lara Croft goes on a quest to save the mythical Pandora's Box, before an evil scientist finds it, and recruits a former Marine turned mercenary to assist her.",131000000,90378000,65700000,Tomb Raider,2018,3/16/2018,PG-13,119,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Cantonese, Hindi",TRUE,"UK, USA",TRUE,N/A,N/A,N/A,6.3,48,52,172945,"Lara Croft, the fiercely independent daughter of a missing adventurer, must push herself beyond her limits when she discovers the island where her father disappeared.",94000000,58250803,N/A
Tomb Raider,Lara Croft: Tomb Raider,2001,6/15/2001,PG-13,100,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, UK, Japan, Germany",TRUE,4 wins & 18 nominations.,4,18,5.8,33,20,189333,Video game adventurer Lara Croft comes to life in a movie where she races against time and villains to recover powerful ancient artifacts.,169000000,192000000,129512407,Lara Croft Tomb Raider: The Cradle of Life,2003,7/25/2003,PG-13,117,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Mandarin",TRUE,"USA, Germany, Japan, UK, Hong Kong",TRUE,1 win & 3 nominations.,1,3,5.5,43,25,124219,"Adventurer Lara Croft goes on a quest to save the mythical Pandora's Box, before an evil scientist finds it, and recruits a former Marine turned mercenary to assist her.",131000000,90378000,65700000
The Texas Chain Saw Massacre,Leatherface: Texas Chainsaw Massacre III,1990,1/12/1990,R,85,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,1 nomination.,0,1,5.1,30,19,12748,A California couple and a survivalist encounter Leatherface and his family.,-999,11313000,N/A,Texas Chainsaw Massacre: The Next Generation,1994,10/21/1995,R,87,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,1 nomination.,0,1,3.3,50,14,18621,"A group of teenagers get into a car crash in the Texas woods on prom night, and then wander into an old farmhouse that is home to Leatherface and his insane family of cannibalistic psychopaths.",-999,256100,N/A
Legally Blonde,Legally Blonde,2001,7/13/2001,PG-13,96,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,Nominated for 2 Golden Globes. Another 6 wins & 10 nominations.,6,10,6.2,59,69,170881,"Elle Woods, a fashionable sorority queen is dumped by her boyfriend. She decides to follow him to law school, while she is there she figures out that there is more to her than just looks.",26395756,142000000,95001351,"Legally Blonde 2: Red, White & Blonde",2003,7/2/2003,PG-13,95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,3 wins & 4 nominations.,3,4,4.8,47,37,58106,"Elle Woods heads to Washington, D.C. to join the staff of a Representative in order to pass a bill to ban animal testing.",61940314,124000000,89808372
Legally Blonde,"Legally Blonde 2: Red, White & Blonde",2003,7/2/2003,PG-13,95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,3 wins & 4 nominations.,3,4,4.8,47,37,58106,"Elle Woods heads to Washington, D.C. to join the staff of a Representative in order to pass a bill to ban animal testing.",61940314,124000000,89808372,Legally Blondes,2009,4/28/2009,PG,86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,1 win.,1,0,3.7,NA,NA,4662,"Moving from England to California, the youngest cousins of Elle Woods must defend themselves when their schools reigning forces turn on the girls and try to frame them for a crime.",26395756,142000000,N/A
James Bond,Licence to Kill,1989,7/14/1989,PG-13,133,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Spanish",TRUE,"UK, Mexico, USA",TRUE,1 nomination.,0,1,6.6,58,76,87554,"James Bond goes rogue and sets off to unleash vengeance on a drug lord who tortured his best friend, a C.I.A. Agent, and left him for dead and murdered his bride after he helped capture him.",-999,72477600,N/A,GoldenEye,1995,11/17/1995,PG-13,130,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Russian, Spanish",TRUE,"UK, USA",TRUE,Nominated for 2 BAFTA Film Awards. Another 2 wins & 6 nominations.,2,6,7.2,65,78,226787,"Years after a friend and fellow 00 agent is killed on a joint mission, a secret space based weapons program known as Goldeneye is stolen. James Bond sets out to stop a Russian crime syndicate from using the weapon.",-999,203000000,N/A
James Bond,Live and Let Die,1973,6/27/1973,PG,121,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Hungarian",TRUE,UK,FALSE,Nominated for 1 Oscar. Another 3 wins & 2 nominations.,3,2,6.8,55,65,89591,007 is sent to stop a diabolically brilliant heroin magnate armed with a complex organization and a reliable psychic tarot card reader.,-999,166000000,N/A,The Man with the Golden Gun,1974,12/20/1974,PG,125,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Thai, Cantonese",TRUE,UK,FALSE,2 wins & 1 nomination.,2,1,6.8,43,45,88771,James Bond is led to believe that he is targeted by the world's most expensive assassin while he attempts to recover sensitive solar cell technology that is being sold to the highest bidder.,-999,93084300,N/A
Die Hard,Live Free or Die Hard,2007,6/27/2007,PG-13,128,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Italian, French",TRUE,"USA, UK",TRUE,3 wins & 16 nominations.,3,16,7.1,69,82,375181,John McClane and a young hacker join forces to take down master cyber-terrorist Thomas Gabriel in Washington D.C.,133000000,162000000,134500000,A Good Day to Die Hard,2013,2/14/2013,R,98,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Russian, Hindi, Punjabi",TRUE,"USA, Russia, Hungary",TRUE,4 wins & 7 nominations.,4,7,5.3,28,15,190827,"John McClane travels to Russia to help out his seemingly wayward son, Jack, only to discover that Jack is a CIA operative working undercover, causing the father and son to team up against underworld forces.",96171265,70402800,67344392
Madagascar,Madagascar,2005,5/27/2005,PG,86,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Portuguese, Spanish, German, French, Greek",TRUE,USA,TRUE,4 wins & 31 nominations.,4,31,6.9,57,54,341550,"A group of animals who have spent all their life in a New York zoo end up in the jungles of Madagascar, and must adjust to living in the wild.",-999,251000000,193136719,Madagascar: Escape 2 Africa,2008,11/7/2008,PG,89,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Italian",TRUE,USA,TRUE,3 wins & 11 nominations.,3,11,6.6,61,64,190368,"The Madagascar animals fly back to New York City, but crash-land on an African nature reserve, where they meet others of their own kind, and Alex especially discovers his royal heritage as prince of a lion pride.",173000000,208000000,179982968
Madagascar,Madagascar: Escape 2 Africa,2008,11/7/2008,PG,89,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Italian",TRUE,USA,TRUE,3 wins & 11 nominations.,3,11,6.6,61,64,190368,"The Madagascar animals fly back to New York City, but crash-land on an African nature reserve, where they meet others of their own kind, and Alex especially discovers his royal heritage as prince of a lion pride.",173000000,208000000,179982968,Madagascar 3: Europe's Most Wanted,2012,6/8/2012,PG,93,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Spanish",TRUE,USA,TRUE,2 wins & 20 nominations.,2,20,6.8,60,79,151078,"The Madagascar animals join a struggling European circus to get back to New York, but find themselves being pursued by a psychotic animal control officer.",148000000,221000000,216366733
Men in Black,Men in Black,1997,7/2/1997,PG-13,98,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Spanish",TRUE,USA,TRUE,Won 1 Oscar. Another 19 wins & 39 nominations.,19,39,7.3,71,92,488855,A police officer joins a secret organization that polices and monitors extraterrestrial interactions on Earth.,163000000,453000000,N/A,Men in Black II,2002,7/3/2002,PG-13,88,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,4 wins & 16 nominations.,4,16,6.2,49,39,323983,Agent J is sent to find Agent K and restore his memory after the re-appearance of a case from K's past.,200000000,272000000,190400000
Men in Black,Men in Black II,2002,7/3/2002,PG-13,88,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,4 wins & 16 nominations.,4,16,6.2,49,39,323983,Agent J is sent to find Agent K and restore his memory after the re-appearance of a case from K's past.,200000000,272000000,190400000,Men in Black 3,2012,5/25/2012,PG-13,106,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Ukrainian",TRUE,"USA, United Arab Emirates",TRUE,1 win & 13 nominations.,1,13,6.8,58,68,319096,Agent J travels in time to M.I.B.'s early days in 1969 to stop an alien from assassinating his friend Agent K and changing history.,225000000,179020854,179020854
Miss Congeniality,Miss Congeniality,2000,12/22/2000,PG-13,109,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Russian, French, Hawaiian, Spanish",TRUE,USA,TRUE,Nominated for 2 Golden Globes. Another 7 wins & 5 nominations.,7,5,6.2,43,42,174123,An F.B.I. Agent must go undercover in the Miss United States beauty pageant to prevent a group from bombing the event.,66831368,159000000,N/A,Miss Congeniality 2: Armed & Fabulous,2005,3/24/2005,PG-13,115,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,2 wins & 5 nominations.,2,5,5.1,34,15,65841,"After Cheryl Frasier and Stan Fields are kidnapped, Gracie goes undercover in Las Vegas to find them.",-999,62771800,47100000
Mission: Impossible,Mission: Impossible,1996,5/22/1996,PG-13,110,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, French, Czech",TRUE,USA,TRUE,3 wins & 14 nominations.,3,14,7.1,59,63,365821,"An American agent, under false suspicion of disloyalty, must discover and expose the real spy without the help of his organization.",150000000,340000000,N/A,Mission: Impossible II,2000,5/24/2000,PG-13,123,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, Germany",TRUE,11 wins & 19 nominations.,11,19,6.1,59,NA,297137,"I.M.F. Agent Ethan Hunt (Tom Cruise) is sent to Sydney, Australia to find and destroy a genetically modified disease called ""Chimera"".",192000000,332000000,N/A
Mission: Impossible,Mission: Impossible - Ghost Protocol,2011,12/21/2011,PG-13,132,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Russian, French, Arabic, Swedish",TRUE,"USA, United Arab Emirates, Czech Republic, Russia, India, Canada",TRUE,5 wins & 31 nominations.,5,31,7.4,73,93,433457,"The IMF is shut down when it's implicated in the bombing of the Kremlin, causing Ethan Hunt and his new team to go rogue to clear their organization's name.",153000000,221000000,209364921,Mission: Impossible - Rogue Nation,2015,7/31/2015,PG-13,131,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Swedish, German",TRUE,"USA, China, Hong Kong, Austria",TRUE,6 wins & 23 nominations.,6,23,7.4,75,93,319232,"Ethan and team take on their most impossible mission yet, eradicating the Syndicate - an International rogue organization as highly skilled as they are, committed to destroying the IMF.",150000000,195042377,154979949
Mission: Impossible,Mission: Impossible - Rogue Nation,2015,7/31/2015,PG-13,131,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Swedish, German",TRUE,"USA, China, Hong Kong, Austria",TRUE,6 wins & 23 nominations.,6,23,7.4,75,93,319232,"Ethan and team take on their most impossible mission yet, eradicating the Syndicate - an International rogue organization as highly skilled as they are, committed to destroying the IMF.",150000000,195042377,154979949,Mission: Impossible - Fallout,2018,7/27/2018,PG-13,147,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, French",TRUE,"USA, China, France, Norway, UK",TRUE,N/A,N/A,N/A,7.8,86,97,253475,"Ethan Hunt and his IMF team, along with some familiar allies, race against time after a mission gone wrong.",178000000,220159104,N/A
Mission: Impossible,Mission: Impossible II,2000,5/24/2000,PG-13,123,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, Germany",TRUE,11 wins & 19 nominations.,11,19,6.1,59,NA,297137,"I.M.F. Agent Ethan Hunt (Tom Cruise) is sent to Sydney, Australia to find and destroy a genetically modified disease called ""Chimera"".",192000000,332000000,N/A,Mission: Impossible III,2006,5/5/2006,PG-13,126,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Italian, Mandarin, Cantonese, German, Czech",TRUE,"USA, Germany, China, Italy",TRUE,7 wins & 14 nominations.,7,14,6.9,66,70,313219,IMF Agent Ethan Hunt comes into conflict with a dangerous and sadistic arms dealer who threatens his life and his fiancee in response.,190000000,170000000,133400000
Mission: Impossible,Mission: Impossible III,2006,5/5/2006,PG-13,126,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Italian, Mandarin, Cantonese, German, Czech",TRUE,"USA, Germany, China, Italy",TRUE,7 wins & 14 nominations.,7,14,6.9,66,70,313219,IMF Agent Ethan Hunt comes into conflict with a dangerous and sadistic arms dealer who threatens his life and his fiancee in response.,190000000,170000000,133400000,Mission: Impossible - Ghost Protocol,2011,12/21/2011,PG-13,132,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Russian, French, Arabic, Swedish",TRUE,"USA, United Arab Emirates, Czech Republic, Russia, India, Canada",TRUE,5 wins & 31 nominations.,5,31,7.4,73,93,433457,"The IMF is shut down when it's implicated in the bombing of the Kremlin, causing Ethan Hunt and his new team to go rogue to clear their organization's name.",153000000,221000000,209364921
"Monsters, Inc.","Monsters, Inc.",2001,11/2/2001,G,92,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,Won 1 Oscar. Another 13 wins & 38 nominations.,13,38,8,78,96,762673,"In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, 2 monsters realize things may not be what they think.",168000000,374000000,34034168,Monsters University,2013,6/21/2013,G,104,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,Nominated for 1 BAFTA Film Award. Another 9 wins & 56 nominations.,9,56,7.3,65,80,300847,"A look at the relationship between Mike Wazowski (Billy Crystal) and James P. ""Sully"" Sullivan (John Goodman) during their days at Monsters University, when they weren't necessarily the best of friends.",-999,276000000,260300000
James Bond,Moonraker,1979,6/29/1979,PG,126,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Italian, Portuguese",TRUE,"UK, France",FALSE,Nominated for 1 Oscar. Another 1 win & 4 nominations.,1,4,6.3,66,61,84148,"James Bond investigates the mid-air theft of a space shuttle, and discovers a plot to commit global genocide.",-999,232000000,N/A,For Your Eyes Only,1981,6/26/1981,PG,127,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Greek, Italian",TRUE,UK,FALSE,Nominated for 1 Oscar. Another 2 wins & 4 nominations.,2,4,6.8,54,71,85689,Agent 007 is assigned to hunt for a lost British weapons communication/control device and prevent it from falling into enemy hands.,-999,164000000,N/A
The Muppet Movie,Muppet Treasure Island,1996,2/16/1996,G,99,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,4 nominations.,0,4,7,64,73,19475,The Muppets' twist on the classic tale.,-999,64460900,N/A,Muppets from Space,1999,7/14/1999,G,87,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,1 nomination.,0,1,6.3,53,63,17183,"Gonzo is contacted by his alien family through his breakfast cereal. But when the men in black kidnap him, it's up to Kermit and the gang to rescue Gonzo and help him reunite with his long-lost family.",39212581,27164200,N/A
The Muppet Movie,Muppets from Space,1999,7/14/1999,G,87,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,1 nomination.,0,1,6.3,53,63,17183,"Gonzo is contacted by his alien family through his breakfast cereal. But when the men in black kidnap him, it's up to Kermit and the gang to rescue Gonzo and help him reunite with his long-lost family.",39212581,27164200,N/A,The Muppets,2011,11/23/2011,PG,103,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,Won 1 Oscar. Another 16 wins & 43 nominations.,16,43,7.1,75,95,83712,A Muppet fanatic with some help from his 2 human compatriots must regroup the Muppet gang to stop an avaricious oil mogul from taking down one of their precious life-longing treasures.,47647394,93845500,88625922
